FOOD_ID,FOOD_NAME,FOOD_GROUP,FOOD_INTAKE,INTAKE_UNIT,FOOD_CAL,FOOD_PROTEIN,FOOD_CARBO,FOOD_PROVI,FOOD_SALT,FOOD_CHOLE
324,불고기(나폴리L),빵류,129,g,319,16,4,21,441,-
325,불고기(나폴리M),빵류,177,g,421,2,4,21,696,-
326,불고기(씬 L),빵류,102,g,250,14,4,21,388,-
327,불고기(씬 M),빵류,162,g,394,22,4,21,649,-
328,불고기(슈퍼시드 함유 도우L),빵류,125,g,312,18,4,21,545,-
329,불고기(슈퍼시드 함유 도우M),빵류,121,g,301,15,4,21,400,-
330,불고기 더블치즈엣지(오리지널 L),빵류,134,g,342,16,4,21,458,-
331,불고기 더블치즈엣지(오리지널 M),빵류,139,g,350,18,4,21,490,-
332,블랙앵거스 스테이크(오리지널 L),빵류,158,g,405,21,4,21,571,-
333,블랙앵거스 스테이크(오리지널 M),빵류,126,g,307,14,4,21,471,-
334,블랙앵거스 스테이크(나폴리L),빵류,160,g,383,17,4,21,612,-
335,블랙앵거스 스테이크(나폴리M),빵류,103,g,248,12,4,21,440,-
336,블랙앵거스 스테이크(씬 L),빵류,121,g,296,14,4,21,555,-
337,블랙앵거스 스테이크(씬 M),빵류,169,g,459,20,4,21,736,-
338,블랙앵거스 스테이크(슈퍼시드 함유 도우L),빵류,103,g,266,12,4,21,413,-
339,블랙앵거스 스테이크(슈퍼시드 함유 도우M),빵류,126,g,301,14,4,21,487,-
340,블랙앵거스 스테이크 더블치즈엣지(오리지널 L),빵류,158,g,369,17,4,21,611,-
341,블랙앵거스 스테이크 더블치즈엣지(오리지널 M),빵류,156,g,388,19,4,21,743,-
342,블랙타이거 슈림프(오리지널 L),빵류,198,g,488,23,4,21,954,-
343,블랙타이거 슈림프(오리지널 M),빵류,123,g,288,13,4,21,568,-
344,블랙타이거 슈림프(나폴리M),빵류,191,g,453,20,4,21,863,-
345,블랙타이거 슈림프(나폴리L),빵류,159,g,358,18,4,21,819,-
346,블랙타이거 슈림프(씬 M),빵류,188,g,431,20,4,21,956,-
347,블랙타이거 슈림프(씬 L),빵류,125,g,308,14,4,21,674,-
348,블랙타이거 슈림프(슈퍼시드 함유 도우L),빵류,157,g,403,18,4,21,821,-
349,블랙타이거 슈림프 더블치즈엣지(오리지널 L),빵류,118,g,290,13,4,21,517,-
350,블랙타이거슈림프(슈퍼시드 함유 도우M),빵류,144,g,363,18,4,21,770,-
351,블랙타이거슈림프 더블치즈엣지(오리지널 M),빵류,193,g,468,21,4,21,884,-
352,슈퍼디럭스(오리지널 L),빵류,248,g,625,32,4,21,1362,-
353,슈퍼디럭스(오리지널 M),빵류,134,g,307,17,4,21,439,-
354,슈퍼디럭스(나폴리L),빵류,150,g,386,19,4,21,481,-
355,슈퍼디럭스(나폴리M),빵류,107,g,251,12,4,21,358,-
356,슈퍼디럭스(씬 L),빵류,118,g,282,15,4,21,408,-
357,슈퍼디럭스(씬 M),빵류,186,g,450,24,4,21,692,-
358,슈퍼디럭스(슈퍼시드 함유 도우L),빵류,155,g,393,20,4,21,542,-
359,슈퍼디럭스(슈퍼시드 함유 도우M),빵류,133,g,332,14,4,21,533,-
360,슈퍼디럭스 더블치즈엣지(오리지널 L),빵류,149,g,373,16,4,21,629,-
361,슈퍼디럭스 더블치즈엣지(오리지널 M),빵류,159,g,359,19,4,21,587,-
362,슈퍼슈프림(오리지널 L),빵류,188,g,452,24,4,21,669,-
363,슈퍼슈프림(오리지널 M),빵류,151,g,321,17,4,21,462,-
364,슈퍼슈프림(나폴리L),빵류,168,g,366,20,4,21,461,-
365,슈퍼슈프림(나폴리M),빵류,123,g,246,14,4,21,392,-
366,슈퍼슈프림(씬 L),빵류,139,g,291,16,4,21,494,-
367,슈퍼슈프림(씬 M),빵류,111,g,236,13,4,21,353,-
368,슈퍼슈프림(슈퍼시드 함유 도우L),빵류,120,g,251,15,4,21,376,-
369,슈퍼슈프림(슈퍼시드 함유 도우M),빵류,146,g,335,15,4,21,579,-
370,슈퍼슈프림 더블치즈엣지(오리지널 L),빵류,165,g,385,19,4,21,628,-
371,슈퍼슈프림 더블치즈엣지(오리지널 M),빵류,172,g,374,21,4,21,518,-
372,와규 앤 비스테카(오리지널 L),빵류,193,g,433,24,4,21,587,-
373,와규 앤 비스테카(오리지널 M),빵류,130,g,305,14,4,21,374,-
374,와규 앤 비스테카(나폴리L),빵류,154,g,377,16,4,21,387,-
375,와규 앤 비스테카(나폴리M),빵류,107,g,247,16,4,21,310,-
376,와규 앤 비스테카(씬 L),빵류,130,g,306,18,4,21,379,-
377,와규 앤 비스테카(씬 M),빵류,179,g,477,23,4,21,602,-
378,와규 앤 비스테카(슈퍼시드 함유 도우L),빵류,104,g,262,12,4,21,307,-
379,와규 앤 비스테카(슈퍼시드 함유 도우M),빵류,131,g,306,13,4,21,363,-
380,와규 앤 비스테카 더블치즈엣지(오리지널 L),빵류,156,g,354,16,4,21,399,-
381,와규 앤 비스테카 더블치즈엣지(오리지널 M),빵류,163,g,388,19,4,21,712,-
382,우리 고구마(오리지널 L),빵류,198,g,484,25,4,21,934,-
383,우리 고구마(오리지널 M),빵류,128,g,321,13,4,21,441,-
384,우리 고구마(나폴리L),빵류,157,g,372,15,4,21,552,-
385,우리 고구마(나폴리M),빵류,107,g,273,11,4,21,406,-
386,우리 고구마(씬 L),빵류,134,g,311,12,4,21,475,-
387,우리 고구마(씬 M),빵류,175,g,482,19,4,21,682,-
388,우리 고구마(슈퍼시드 함유 도우L),빵류,109,g,277,10,4,21,389,-
389,우리 고구마(슈퍼시드 함유 도우M),빵류,130,g,338,13,4,21,494,-
390,우리 고구마 더블치즈엣지(오리지널 L),빵류,166,g,399,15,4,21,529,-
391,우리 고구마 더블치즈엣지(오리지널 M),빵류,156,g,399,18,4,21,696,-
392,직화 스테이크(오리지널 L),빵류,193,g,482,22,4,21,829,-
393,직화 스테이크(오리지널 M),빵류,126,g,304,14,4,21,587,-
394,직화 스테이크(나폴리L),빵류,160,g,370,20,4,21,752,-
395,직화 스테이크(나폴리M),빵류,100,g,240,12,4,21,497,-
396,직화 스테이크(씬 L),빵류,134,g,314,16,4,21,668,-
397,직화 스테이크(씬 M),빵류,162,g,444,20,4,21,886,-
398,직화 스테이크(슈퍼시드 함유 도우L),빵류,110,g,308,14,4,21,552,-
399,직화 스테이크(슈퍼시드 함유 도우M),빵류,124,g,308,14,4,21,568,-
400,직화 스테이크 더블치즈엣지(오리지널 M),빵류,162,g,406,18,4,21,756,-
401,직화 스테이크 더블치즈엣지(오리지널 L),빵류,194,g,480,24,4,21,1006,-
402,치즈(오리지널 L),빵류,151,g,364,20,4,21,815,-
403,치즈(오리지널 M),빵류,191,g,466,24,4,21,638,-
404,치즈(나폴리L),빵류,112,g,285,15,4,21,403,-
405,치즈(나폴리M),빵류,136,g,352,19,4,21,574,-
406,치즈(씬 L),빵류,116,g,305,18,4,21,460,-
407,치즈(씬 M),빵류,110,g,314,17,4,21,423,-
408,치즈(슈퍼시드 함유 도우L),빵류,124,g,374,20,4,21,572,-
409,치즈(슈퍼시드 함유 도우M),빵류,191,g,491,24,4,21,626,-
410,치즈 더블치즈엣지(오리지널 L),빵류,112,g,292,14,4,21,345,-
411,치즈가든(오리지널 L),빵류,243,g,601,29,4,21,905,-
412,치즈가든(오리지널 M),빵류,109,g,250,10,4,21,353,-
413,치즈가든(나폴리L),빵류,132,g,287,14,4,21,412,-
414,치즈가든(나폴리M),빵류,171,g,363,16,4,21,591,-
415,치즈가든(씬 L),빵류,100,g,209,9,4,21,338,-
416,치즈가든(씬 M),빵류,137,g,303,12,4,21,432,-
417,치즈가든(슈퍼시드 함유 도우L),빵류,114,g,249,10,4,21,375,-
418,치즈가든(슈퍼시드 함유 도우M),빵류,109,g,245,11,4,21,372,-
419,치즈가든 더블치즈엣지(오리지널 L),빵류,129,g,296,11,4,21,433,-
420,치즈가든 더블치즈엣지(오리지널 M),빵류,138,g,316,15,4,21,536,-
421,치즈피자 더블치즈엣지(오리지널 M),빵류,168,g,380,19,4,21,681,-
422,페퍼로니(오리지널 L),빵류,145,g,397,20,4,21,539,-
423,페퍼로니(오리지널 M),빵류,102,g,271,14,4,21,401,-
424,페퍼로니(나폴리L),빵류,118,g,327,16,4,21,445,-
425,페퍼로니(나폴리M),빵류,148,g,426,24,4,21,680,-
426,페퍼로니(씬 L),빵류,127,g,384,20,4,21,558,-
427,페퍼로니(씬 M),빵류,131,g,386,22,4,21,567,-
428,페퍼로니(슈퍼시드 함유 도우L),빵류,109,g,336,18,4,21,503,-
429,페퍼로니(슈퍼시드 함유 도우M),빵류,105,g,283,14,4,21,348,-
430,페퍼로니 더블치즈엣지(오리지널 L),빵류,124,g,341,16,4,21,445,-
431,페퍼로니 더블치즈엣지(오리지널 M),빵류,124,g,341,16,4,21,480,-
432,포테이토(오리지널 L),빵류,147,g,403,20,4,21,576,-
433,포테이토(오리지널 M),빵류,139,g,322,15,4,21,380,-
434,포테이토(나폴리L),빵류,149,g,352,16,4,21,380,-
435,포테이토(나폴리M),빵류,115,g,260,15,4,21,332,-
436,포테이토(씬 L),빵류,122,g,292,16,4,21,338,-
437,포테이토(씬 M),빵류,103,g,224,12,4,21,298,-
438,포테이토(슈퍼시드 함유 도우L),빵류,109,g,243,12,4,21,296,-
439,포테이토(슈퍼시드 함유 도우M),빵류,139,g,317,15,4,21,349,-
440,포테이토 더블치즈엣지(오리지널 L),빵류,150,g,350,16,4,21,377,-
441,포테이토 더블치즈엣지(오리지널 M),빵류,154,g,362,18,4,21,459,-
442,핫치킨(오리지널 L),빵류,174,g,422,21,4,21,495,-
443,핫치킨(오리지널 M),빵류,119,g,287,13,4,21,601,-
444,핫치킨(나폴리L),빵류,144,g,346,15,4,21,684,-
445,핫치킨(나폴리M),빵류,188,g,466,22,4,21,1066,-
446,핫치킨(씬 L),빵류,114,g,274,14,4,21,588,-
447,핫치킨(씬 M),빵류,152,g,410,20,4,21,942,-
448,핫치킨(슈퍼시드 함유 도우L),빵류,132,g,323,15,4,21,736,-
449,핫치킨(슈퍼시드 함유 도우M),빵류,119,g,297,13,4,21,563,-
450,핫치킨 더블치즈엣지(오리지널 L),빵류,146,g,361,16,4,21,632,-
451,핫치킨 더블치즈엣지(오리지널 M),빵류,143,g,356,18,4,21,757,-
452,먹물 오징어링,튀김류,182,g,441,22,4,21,873,-
453,슈퍼곡물 치킨(10조각),튀김류,105,g,650,17,4,21,721,-
454,옥수수 버터구이(6개),구이류,178,g,481,36,4,21,1025,-
455,치킨퐁듀 그라탕,튀김류,176,g,370,36,4,21,542,-
456,퀴노아 치킨 샐러드,생채및 무침류,358,g,827,32,4,21,1965,-
457,트러플 리조또,밥류,137,g,121,8,4,21,153,-
458,포테이토 순살치킨(3조각),튀김류,285,g,650,17,4,21,1123,-
459,프레시 코울슬로,생채및 무침류,305,g,729,42,4,21,1199,-
460,프레시 콘샐러드,생채및 무침류,100,g,133,1,4,21,158,-
461,프렌치 라따뚜이,기타,100,g,135,2,4,21,315,-
462,하프&하프 스파게티 (NEW 치즈 & 화이트 크림),면 및 만두류,329,g,382,20,4,21,1237,-
463,화이트 크림 스파게티,면 및 만두류,395,g,705,28,4,21,1347,-
464,NEW 치즈 볼로네즈 스파게티,면 및 만두류,392,g,851,29,4,21,1258,-
465,티본스테이크&쉬림프(클래식)M,빵류,188,g,433,22,4,21,740,-
466,티본스테이크&쉬림프(클래식)L,빵류,101,g,226,11,4,21,380,-
467,티본스테이크&쉬림프(크런치)M,빵류,123,g,292,13,4,21,480,-
468,티본스테이크&쉬림프(크런치)L,빵류,121,g,292,13,4,21,460,-
469,티본스테이크&쉬림프(리치골드)M,빵류,118,g,286,14,4,21,480,-
470,티본스테이크&쉬림프(리치골드)L,빵류,113,g,274,13,4,21,460,-
471,티본스테이크&쉬림프(치즈크러스트)M,빵류,106,g,260,14,4,21,460,-
472,티본스테이크&쉬림프(치즈크러스트)L,빵류,105,g,254,13,4,21,430,-
473,더블치즈 티본스테이크(클래식)M,빵류,196,g,466,23,4,21,900,-
474,더블치즈 티본스테이크(클래식)L,빵류,199,g,471,22,4,21,880,-
475,더블치즈 티본스테이크(크런치)M,빵류,117,g,284,13,4,21,490,-
476,더블치즈 티본스테이크(크런치)L,빵류,118,g,285,13,4,21,480,-
477,더블치즈 티본스테이크(리치골드)M,빵류,115,g,282,14,4,21,520,-
478,더블치즈 티본스테이크(리치골드)L,빵류,110,g,267,13,4,21,480,-
479,더블치즈 티본스테이크(치즈크러스트)M,빵류,103,g,257,14,4,21,500,-
480,더블치즈 티본스테이크(치즈크러스트)L,빵류,101,g,248,13,4,21,460,-
481,쉬림프올인(클래식)M,빵류,192,g,392,23,4,21,650,-
482,쉬림프올인(클래식)L,빵류,100,g,207,12,4,21,330,-
483,쉬림프올인(크런치)M,빵류,117,g,274,12,4,21,430,-
484,쉬림프올인(크런치)L,빵류,124,g,290,13,4,21,450,-
485,쉬림프올인(리치골드)M,빵류,116,g,274,14,4,21,440,-
486,쉬림프올인(리치골드)L,빵류,116,g,270,13,4,21,420,-
487,쉬림프올인(치즈크러스트)M,빵류,104,g,247,13,4,21,400,-
488,쉬림프올인(치즈크러스트)L,빵류,107,g,249,13,4,21,400,-
489,갈릭버터쉬림프(클래식)M,빵류,187,g,440,21,4,21,640,-
490,갈릭버터쉬림프(클래식)L,빵류,101,g,233,11,4,21,340,-
491,갈릭버터쉬림프(크런치)M,빵류,120,g,294,13,4,21,450,-
492,갈릭버터쉬림프(크런치)L,빵류,127,g,312,14,4,21,480,-
493,갈릭버터쉬림프(리치골드)M,빵류,119,g,294,15,4,21,470,-
494,갈릭버터쉬림프(리치골드)L,빵류,118,g,293,15,4,21,460,-
495,갈릭버터쉬림프(치즈크러스트)M,빵류,107,g,266,14,4,21,420,-
496,갈릭버터쉬림프(치즈크러스트)L,빵류,110,g,271,14,4,21,420,-
497,토핑킹(크런치)M,빵류,118,g,297,13,4,21,510,-
498,토핑킹(크런치)L,빵류,123,g,310,14,4,21,530,-
499,토핑킹(리치골드)M,빵류,117,g,297,16,4,21,530,-
500,토핑킹(리치골드)L,빵류,114,g,291,15,4,21,510,-
501,토핑킹(치즈크러스트)M,빵류,105,g,270,14,4,21,480,-
502,토핑킹(치즈크러스트)L,빵류,106,g,269,14,4,21,460,-
503,치즈킹(크런치)M,빵류,123,g,322,15,4,21,520,-
504,치즈킹(크런치)L,빵류,126,g,331,15,4,21,530,-
505,치즈킹(리치골드)M,빵류,122,g,322,17,4,21,540,-
506,치즈킹(리치골드)L,빵류,117,g,311,17,4,21,520,-
507,치즈킹(치즈크러스트)M,빵류,110,g,295,16,4,21,490,-
508,치즈킹(치즈크러스트)L,빵류,109,g,290,16,4,21,470,-
509,큐브스테이크(크런치)M,빵류,121,g,304,12,4,21,510,-
510,큐브스테이크(크런치)L,빵류,129,g,321,13,4,21,550,-
511,큐브스테이크(리치골드)M,빵류,120,g,304,15,4,21,540,-
512,큐브스테이크(리치골드)L,빵류,121,g,301,14,4,21,540,-
513,큐브스테이크(치즈크러스트)M,빵류,108,g,276,14,4,21,490,-
514,큐브스테이크(치즈크러스트)L,빵류,113,g,280,13,4,21,490,-
515,갈릭마블 스테이크(크런치)M,빵류,118,g,284,12,4,21,464,-
516,갈릭마블 스테이크(크런치)L,빵류,124,g,300,13,4,21,479,-
517,갈릭마블 스테이크(리치골드)M,빵류,117,g,284,13,4,21,498,-
518,갈릭마블 스테이크(리치골드)L,빵류,116,g,300,14,4,21,480,-
519,갈릭마블 스테이크(치즈크러스트)M,빵류,105,g,257,13,4,21,471,-
520,갈릭마블 스테이크(치즈크러스트)L,빵류,107,g,259,13,4,21,457,-
521,쉬림프&스테이크 올인(크런치)M,빵류,117,g,278,12,4,21,-,-
522,쉬림프&스테이크 올인(크런치)L,빵류,123,g,294,13,4,21,-,-
523,쉬림프&스테이크 올인(리치골드)M,빵류,119,g,292,14,4,21,-,-
524,쉬림프&스테이크 올인(리치골드)L,빵류,119,g,290,14,4,21,-,-
525,쉬림프&스테이크 올인(치즈크러스트)M,빵류,104,g,250,13,4,21,-,-
526,쉬림프&스테이크 올인(치즈크러스트)L,빵류,106,g,253,13,4,21,-,-
527,직화불고기(크런치)M,빵류,108,g,296,13,4,21,430,-
528,직화불고기(크런치)L,빵류,113,g,308,13,4,21,450,-
529,직화불고기(리치골드)M,빵류,107,g,296,15,4,21,450,-
530,직화불고기(리치골드)L,빵류,104,g,289,14,4,21,430,-
531,직화불고기(치즈크러스트)M,빵류,191,g,536,28,4,21,800,-
532,직화불고기(치즈크러스트)L,빵류,192,g,535,26,4,21,770,-
533,수퍼슈프림(크런치)M,빵류,115,g,285,12,4,21,423,-
534,수퍼슈프림(크런치)L,빵류,126,g,309,13,4,21,462,-
535,수퍼슈프림(리치골드)M,빵류,113,g,283,14,4,21,458,-
536,수퍼슈프림(리치골드)L,빵류,117,g,289,15,4,21,463,-
537,수퍼슈프림(치즈크러스트)M,빵류,102,g,256,13,4,21,407,-
538,수퍼슈프림(치즈크러스트)L,빵류,108,g,267,14,4,21,406,-
539,베이컨포테이토(크런치)M,빵류,121,g,313,12,4,21,460,-
540,베이컨포테이토(크런치)L,빵류,131,g,333,13,4,21,487,-
541,베이컨포테이토(리치골드)M,빵류,119,g,311,14,4,21,495,-
542,베이컨포테이토(리치골드)L,빵류,122,g,313,14,4,21,482,-
543,베이컨포테이토(치즈크러스트)M,빵류,107,g,284,13,4,21,469,-
544,베이컨포테이토(치즈크러스트)L,빵류,113,g,291,13,4,21,465,-
545,직화불고기L,빵류,168,g,445,21,4,21,507,-
546,페페로니M,빵류,128,g,339,15,4,21,460,-
547,페페로니L,빵류,152,g,404,18,4,21,551,-
548,수퍼슈프림L,빵류,194,g,445,22,4,21,549,-
549,치즈M,빵류,133,g,346,17,4,21,420,-
550,치즈L,빵류,158,g,411,20,4,21,500,-
551,콘샐러드,생채및 무침류,100,g,100,2,4,21,272,-
552,코울슬로,생채및 무침류,100,g,87,1,4,21,204,-
553,크림치킨파스타,면 및 만두류,351,g,633,24,4,21,1250,-
554,상하이쉬림프파스타,면 및 만두류,321,g,498,22,4,21,1630,-
555,팝콘치킨,튀김류,134,g,416,21,4,21,420,-
556,치즈볼,튀김류,130,g,413,21,4,21,420,-
557,오리지날 윙 4조각,튀김류,126,g,270,27,4,21,650,-
558,오리지날 윙 8조각,튀김류,252,g,540,54,4,21,1310,-
559,스파이시윙 4조각,튀김류,166,g,373,28,4,21,950,-
560,스파이시윙 8조각,튀김류,292,g,643,55,4,21,1600,-
561,치킨텐더 4조각,튀김류,150,g,283,20,4,21,750,-
562,치킨텐더 8조각,튀김류,300,g,567,39,4,21,1500,-
563,리치치즈파스타,면 및 만두류,366,g,690,24,4,21,930,-
564,그뤼에르 퐁듀소스,기타,60,g,106,3,4,21,250,-
565,치즈크러스트 디핑소스,기타,11,g,60,0,1,1,58,-
566,핫소스,기타,2,g,1,0,1,1,12,-
567,바른생피클 L,장아찌 및 절임류,120,g,50,0,1,1,5,-
568,바른생피클 M,장아찌 및 절임류,70,g,55,0,-,-,5,-
569,갓치킨L(바삭한 크런치),빵류,136,g,410,17,3.7,20,600,-
570,갓치킨L(쫄깃한 클래식),빵류,145,g,381,20,3.7,20,583,-
571,순삭포테이토L(바삭한 크런치),빵류,154,g,496,15,3.7,20,560,-
572,순삭포테이토L(쫄깃한 클래식),빵류,125,g,353,17,3.7,20,626,-
573,케미콤보(쫄깃한 클래식),빵류,129,g,371,17,3.7,20,552,-
574,케미콤보(바삭한 크런치),빵류,129,g,306,16,3.7,20,520,-
575,폭폭치즈L(쫄깃한 클래식),빵류,158,g,413,21,3.7,20,645,-
576,폭폭치즈L(바삭한 크런치),빵류,121,g,372,18,3.7,20,532,-
577,얌얌페페로니L(쫄깃한 클래식),빵류,140,g,343,16,3.7,20,631,-
578,얌얌페페로니L(바삭한 크런치),빵류,106,g,343,15,3.7,20,488,-
579,씨푸드아일랜드 노엣지 R,빵류,106,g,265,14,3.7,20,550,-
580,씨푸드아일랜드 해쉬브라운R,빵류,121,g,311,15,3.7,20,598,-
581,씨푸드아일랜드 골드R,빵류,120,g,300,15,3.7,20,601,-
582,씨푸드아일랜드 크림치즈R,빵류,123,g,309,14,3.7,20,587,-
583,씨푸드아일랜드 에그타르트R,빵류,120,g,306,14,3.7,20,557,-
584,씨푸드아일랜드 치즈캡 R,빵류,118,g,297,16,3.7,20,630,-
585,씨푸드아일랜드 노엣지 L,빵류,133,g,341,16,3.7,20,670,-
586,씨푸드아일랜드 해쉬브라운 L,빵류,151,g,396,17,3.7,20,729,-
587,씨푸드아일랜드 골드L,빵류,149,g,383,18,3.7,20,734,-
588,씨푸드아일랜드 크림치즈 L,빵류,154,g,394,17,3.7,20,715,-
589,씨푸드아일랜드 에그타르트 L,빵류,149,g,390,17,3.7,20,679,-
590,씨푸드아일랜드 치즈캡 L,빵류,145,g,374,19,3.7,20,753,-
591,제주흑도새기 노엣지 R,빵류,195,g,454,34,3.7,20,792,-
592,제주흑도새기 해쉬브라운R,빵류,113,g,273,18,3.7,20,444,-
593,제주흑도새기 골드R,빵류,111,g,262,19,3.7,20,447,-
594,제주흑도새기 크림치즈R,빵류,115,g,271,18,3.7,20,433,-
595,제주흑도새기 에그타르트R,빵류,111,g,268,18,3.7,20,403,-
596,제주흑도새기 치즈캡 R,빵류,109,g,259,20,3.7,20,476,-
597,제주흑도새기 노엣지 L,빵류,126,g,296,18,3.7,20,464,-
598,제주흑도새기 해쉬브라운 L,빵류,145,g,352,19,3.7,20,524,-
599,제주흑도새기 골드L,빵류,143,g,339,20,3.7,20,528,-
600,제주흑도새기 크림치즈 L,빵류,147,g,350,19,3.7,20,509,-
601,제주흑도새기 에그타르트 L,빵류,143,g,346,18,3.7,20,473,-
602,제주흑도새기 치즈캡 L,빵류,139,g,329,21,3.7,20,547,-
603,치즈블라썸 스테이크 노엣지 R,빵류,193,g,510,31,3.7,20,844,-
604,치즈블라썸 스테이크 해쉬브라운R,빵류,112,g,301,17,3.7,20,470,-
605,치즈블라썸 스테이크 골드R,빵류,110,g,289,17,3.7,20,473,-
606,치즈블라썸 스테이크 크림치즈R,빵류,113,g,299,17,3.7,20,459,-
607,치즈블라썸 스테이크 에그타르트R,빵류,110,g,296,16,3.7,20,429,-
608,치즈블라썸 스테이크 치즈캡 R,빵류,113,g,262,16,3.7,20,548,-
609,치즈블라썸 스테이크 노엣지 L,빵류,122,g,321,18,3.7,20,558,-
610,치즈블라썸 스테이크 해쉬브라운 L,빵류,140,g,377,19,3.7,20,617,-
611,치즈블라썸 스테이크 골드L,빵류,134,g,364,20,3.7,20,621,-
612,치즈블라썸 스테이크 크림치즈 L,빵류,138,g,375,19,3.7,20,603,-
613,치즈블라썸 스테이크 에그타르트 L,빵류,134,g,371,18,3.7,20,567,-
614,치즈블라썸 스테이크 치즈캡 L,빵류,130,g,354,21,3.7,20,640,-
615,새우천왕 노엣지(오리진)R,빵류,176,g,435,22,3.7,20,742,-
616,새우천왕 치즈캡R,빵류,200,g,499,27,3.7,20,903,-
617,새우천왕 해쉬브라운R,빵류,103,g,233,12,3.7,20,419,-
618,새우천왕 에그타르트R,빵류,102,g,231,11,3.7,20,378,-
619,새우천왕 골드R,빵류,102,g,231,12,3.7,20,422,-
